bin	ESO.all.snps	GBM.all.snps	lung.all.snps	liver.all.snps	mel.all.snps	MM.all.snp	CRC.all.snp	LUSC.all.snp	ESO.1060.ESO.all.snps	ESO.1163.ESO.all.snps	ESO.130.ESO.all.snps	ESO.409.ESO.all.snps	ESO.682.ESO.all.snps	ESO.721.ESO.all.snps	ESO.774.ESO.all.snps	ESO.838.ESO.all.snps	ESO.913.ESO.all.snps	TCGA.34.2596.LUSC.all.snps	TCGA.34.2600.LUSC.all.snps	TCGA.43.3394.LUSC.all.snps	TCGA.56.1622.LUSC.all.snps	TCGA.60.2711.LUSC.all.snps	TCGA.60.2713.LUSC.all.snps	TCGA.60.2722.LUSC.all.snps	TCGA.60.2724.LUSC.all.snps	TCGA.60.2726.LUSC.all.snps	TCGA.66.2756.LUSC.all.snps	TCGA.66.2757.LUSC.all.snps	TCGA.66.2766.LUSC.all.snps	TCGA.06.0145.GBM.all.snps	TCGA.06.0152.GBM.all.snps	TCGA.06.0155.GBM.all.snps	TCGA.06.0185.GBM.all.snps	TCGA.06.0188.GBM.all.snps	TCGA.06.0648.GBM.all.snps	TCGA.14.0786.GBM.all.snps	MM.0191.snp	MM.0242.snp	MM.0309.snp	MM.0319.snp	MM.0332.snp	MM.0335.snp	MM.0338.snp	MM.0343.snp	MM.0344.snp	MM.0356.snp	MM.0375.snp	MM.0376.snp	MM.0383.snp	MM.0387.snp	MM.0389.snp	MM.0390.snp	MM.0392.snp	MM.0406.snp	MM.0408.snp	MM.0412.snp	MM.0421.snp	MM.0425.snp	MM.0447.snp	CRC.0002.snp	CRC.0003.snp	CRC.0004.snp	CRC.0005.snp	CRC.0006.snp	CRC.0007.snp	CRC.0008.snp	CRC.0009.snp	CRC.0010.snp	all.RK032.snps	all.RK001.snps	all.RK027.snps	all.RK015.snps	all.RK067.snps	all.RK046.snps	all.RK031.snps	all.RK002.snps	all.RK084.snps	all.RK041.snps	all.RK006.snps	all.RK035.snps	all.RK033.snps	all.RK099.snps	all.RK029.snps	all.RK056.snps	all.RK022.snps	all.RK083.snps	all.RK042.snps	all.RK025.snps	all.RK026.snps	all.RK126.snps	all.RK048.snps	all.RK047.snps	all.RK051.snps	all.RK075.snps	all.RK107.snps	all.RK106.snps	all.RK019.snps	all.RK003.snps	all.RK086.snps	all.RK092.snps	all.RK020.snps	all.RK037.snps	all.RK054.snps	all.RK023.snps	all.RK007.snps	all.RK137.snps	all.RK133.snps	all.RK024.snps	all.RK098.snps	all.RK109.snps	all.RK016.snps	all.RK050.snps	all.RK004.snps	all.RK063.snps	all.RK010.snps	all.RK069.snps	all.RK108.snps	all.RK012.snps	all.RK089.snps	all.RK100.snps	all.RK021.snps	all.RK130.snps	all.RK036.snps	all.RK079.snps	all.RK049.snps	all.RK141.snps	all.RK068.snps	all.RK055.snps	all.RK034.snps	all.RK138.snps	all.RK005.snps	all.RK018.snps	all.ME001.Tumor.snps	all.ME002.Tumor.snps	all.ME007.Tumor.snps	all.ME011.Tumor.snps	all.ME016.Tumor.snps	all.ME018.Tumor.snps	all.ME020.Tumor.snps	all.ME021.Tumor.snps	all.ME024.Tumor.snps	all.ME029.Tumor.snps	all.ME030.Tumor.snps	all.ME035.Tumor.snps	all.ME037.Tumor.snps	all.ME041.Tumor.snps	all.ME043.Tumor.snps	all.ME044.Tumor.snps	all.ME048.Tumor.snps	all.ME049.Tumor.snps	all.ME050.Tumor.snps	all.MEL.0009.Tumor.snps	all.MEL.0012.Tumor.snps	all.MEL.0015.Tumor.snps	all.MEL.0032.Tumor.snps	all.MEL.0045.Tumor.snps	all.Mel_BRAFi_02_PRE.Tumor.snps	all.LUAD.AEIUF.Tumor.snps	all.LUAD.D02326.Tumor.snps	all.LUAD.E00934.Tumor.snps	all.LUAD.E01014.Tumor.snps	all.LUAD.E01278.Tumor.snps	all.LUAD.FH5PJ.Tumor.snps	all.LUAD.QY22Z.Tumor.snps	all.LUAD.S00488.Tumor.snps	all.LUAD.S01302.Tumor.snps	all.LUAD.S01331.Tumor.snps	all.LUAD.S01341.Tumor.snps	all.LUAD.S01345.Tumor.snps	all.LUAD.S01346.Tumor.snps	all.LUAD.S01356.Tumor.snps	all.LUAD.S01381.Tumor.snps	all.LUAD.S01404.Tumor.snps	all.LUAD.S01405.Tumor.snps	all.LUAD.S01467.Tumor.snps	all.LUAD.S01478.Tumor.snps	all.LUAD.U6SJ7.Tumor.snps	all.LU.A08.43.Tumor.snps	all.LUAD.2GUGK.Tumor.snps	all.LUAD.5V8LT.Tumor.snps	all.LUAD.E01317.Tumor.snps
chr7.23	74	18	375	203	750	31	52	171	8	8	5	9	5	15	5	14	5	16	10	10	14	5	12	11	14	12	29	7	21	1	0	3	3	3	4	4	3	2	1	2	0	4	1	3	1	1	0	2	1	0	3	0	0	0	3	3	1	0	0	3	3	4	9	3	11	9	8	2	7	4	14	5	2	10	5	5	1	8	9	9	0	4	2	8	1	4	0	0	1	10	5	3	3	1	4	5	4	2	4	6	0	2	1	7	4	3	1	0	1	1	3	1	4	3	2	0	1	1	2	1	1	2	4	3	2	2	0	1	1	0	2	1	22	58	5	18	27	26	33	3	33	45	23	28	25	24	38	52	14	49	20	103	12	1	8	11	55	11	0	40	5	12	6	16	21	29	10	9	20	18	14	10	6	11	11	14	4	7	12	82	7
chr7.25	60	25	472	205	932	40	34	177	3	4	7	2	6	14	11	8	5	10	11	7	7	6	13	14	19	19	26	8	28	6	3	4	5	2	3	2	4	1	3	1	3	4	2	4	1	0	0	0	1	1	4	2	1	1	1	5	1	0	0	2	7	0	5	2	2	7	5	4	4	2	4	7	9	7	0	4	4	7	12	7	1	1	1	8	8	5	3	1	1	5	4	1	4	0	4	3	2	2	9	2	2	2	7	8	3	2	4	2	0	4	2	2	2	2	0	3	2	3	5	3	3	1	2	6	1	0	1	0	0	0	0	1	23	56	6	27	18	39	40	17	64	49	27	19	24	35	41	82	23	61	41	118	22	1	9	25	57	7	3	50	11	19	8	21	26	27	15	8	16	33	22	8	7	6	3	29	7	6	15	113	12
chr7.26	54	20	475	250	564	41	22	213	4	7	7	0	1	8	9	9	9	19	14	10	9	8	8	18	29	26	34	4	21	4	5	2	4	2	3	0	2	2	2	2	5	2	1	0	1	4	0	0	1	1	2	1	1	1	2	1	4	3	3	0	3	4	3	2	1	4	2	3	6	4	13	2	2	6	4	4	5	6	17	15	2	1	2	9	3	2	1	3	0	6	12	3	6	4	4	5	7	1	6	8	1	0	2	7	6	3	1	2	2	5	3	5	7	1	3	0	2	4	7	4	3	1	2	5	3	1	0	0	2	0	2	0	17	21	1	24	17	13	12	8	33	31	9	17	16	16	31	60	21	27	17	99	9	4	3	9	37	5	5	53	9	20	7	19	36	26	20	4	10	18	14	10	8	11	11	19	8	8	15	131	8
chr7.27	57	32	408	227	622	43	24	177	4	8	5	6	10	8	9	4	3	17	14	9	8	9	7	15	18	15	19	9	23	8	6	8	6	1	2	1	1	1	7	1	3	2	1	2	0	2	5	3	0	3	3	1	1	1	0	2	0	2	2	1	1	2	2	4	3	7	3	1	5	9	13	7	7	8	3	3	2	6	8	6	1	4	4	5	5	5	3	1	2	5	5	2	4	1	3	4	6	3	3	1	3	2	4	5	6	6	2	1	0	2	4	1	8	4	1	1	1	0	5	7	10	0	2	4	1	1	1	1	0	0	0	0	16	37	4	22	19	18	25	7	35	35	20	18	23	17	37	38	11	40	16	104	14	1	5	13	32	7	3	37	5	13	11	22	16	28	11	7	19	26	18	6	8	10	8	24	9	5	16	87	12
chr7.28	52	23	363	183	489	41	32	172	1	7	12	6	5	7	4	6	4	20	20	14	7	5	13	10	19	15	24	7	13	3	2	4	5	1	3	5	6	2	2	0	1	2	3	1	0	1	0	4	1	0	6	1	1	0	2	2	2	3	1	2	4	3	3	1	5	6	6	2	4	3	7	4	2	6	3	5	4	4	5	8	1	4	2	4	5	1	1	3	3	2	5	1	7	4	1	3	3	2	3	2	0	2	2	3	7	0	4	2	3	0	4	1	11	1	4	1	2	1	2	4	4	2	1	5	1	1	0	0	0	1	2	1	19	27	1	9	9	11	15	11	29	26	11	10	14	9	13	38	15	22	12	108	8	0	16	15	27	4	1	37	5	12	7	21	16	22	4	5	12	16	21	6	3	11	10	25	9	4	15	93	4
chr7.29	56	13	395	230	553	54	53	178	8	8	5	8	4	7	4	10	2	14	16	7	6	10	9	14	32	11	35	5	9	3	3	1	0	1	3	2	7	0	1	3	1	4	1	3	2	3	1	0	0	1	10	3	2	2	2	2	3	2	1	2	2	3	8	2	5	11	16	4	5	7	10	4	7	17	2	6	2	7	7	4	2	0	1	12	5	4	5	3	0	7	6	2	1	2	7	3	5	0	6	1	3	4	5	6	4	2	3	3	1	1	1	3	3	1	6	0	1	2	4	1	5	1	0	7	3	0	2	3	1	1	2	1	14	24	2	19	19	16	20	5	27	21	16	16	15	8	37	36	14	29	28	120	14	1	9	8	32	7	0	34	3	12	13	17	17	28	12	7	13	24	13	3	9	8	12	20	6	2	10	116	9
chr7.3	62	10	303	106	580	48	28	124	5	6	10	2	8	13	4	6	8	15	8	10	4	2	8	5	18	23	11	3	13	0	0	2	1	0	2	5	2	0	4	0	2	2	5	1	1	2	1	3	1	1	8	1	0	1	0	5	2	6	0	3	1	3	0	1	6	3	6	5	5	3	6	0	1	4	1	1	3	3	3	5	0	0	3	4	4	0	2	1	0	4	3	0	2	1	0	4	3	2	4	1	0	3	1	4	1	1	0	0	0	0	1	0	3	2	0	1	1	2	0	2	1	0	0	4	0	2	0	2	2	0	0	0	31	21	4	20	17	14	15	9	31	46	24	13	14	29	27	40	16	29	20	67	2	0	25	9	25	9	6	19	8	9	3	9	21	12	10	7	18	21	14	1	7	10	10	14	11	6	15	56	7
chr7.30	51	19	380	174	466	58	27	156	2	5	4	6	2	10	8	9	5	8	9	13	8	7	14	16	24	12	19	3	12	1	3	3	2	1	4	5	1	0	4	2	4	7	1	1	3	3	0	0	3	0	8	1	1	1	2	6	4	1	5	3	3	4	3	3	2	5	1	3	8	4	6	4	1	5	1	5	4	5	7	6	0	1	1	7	2	1	4	3	0	8	6	0	1	3	1	2	1	3	3	4	0	0	2	5	2	2	1	1	2	1	2	2	6	6	3	2	2	2	5	5	1	1	3	2	2	1	0	0	4	1	1	0	15	18	3	19	13	10	10	4	26	27	17	16	12	9	21	43	8	20	17	91	4	1	8	12	26	2	3	29	7	21	14	18	27	47	11	3	18	14	19	9	8	11	4	21	8	11	9	56	10
chr7.31	37	14	252	146	447	30	31	135	5	2	2	2	0	12	6	5	3	9	5	11	8	4	13	7	16	16	9	6	25	4	4	1	1	2	1	1	2	0	0	1	1	1	2	1	1	2	1	1	0	2	4	1	1	3	0	2	4	0	0	1	2	7	4	2	2	8	5	0	4	9	3	3	3	3	2	1	2	3	9	3	0	1	1	2	2	0	5	3	0	8	2	5	1	2	6	1	1	3	4	1	0	2	1	3	4	2	1	0	1	4	1	3	6	1	2	2	0	2	1	1	5	1	0	0	2	0	2	0	3	0	2	1	12	27	3	21	11	10	7	4	12	30	13	8	10	15	22	44	17	18	18	91	5	0	11	4	27	9	2	10	6	8	5	17	12	16	6	3	19	14	8	4	6	9	4	18	1	4	5	56	10
chr7.32	90	25	621	366	1005	51	53	376	6	14	5	5	11	25	8	13	3	49	13	33	17	12	27	33	47	47	30	11	35	5	5	3	4	3	3	2	1	3	3	2	2	2	0	5	2	2	2	4	2	0	4	3	7	0	1	1	1	1	3	2	4	9	5	1	6	11	13	2	6	4	11	7	7	10	5	14	6	11	25	20	5	2	2	11	3	3	5	3	3	9	10	4	7	5	5	3	9	8	13	0	5	2	1	15	12	6	4	2	3	2	1	5	5	7	5	1	2	2	11	5	10	2	1	15	2	0	0	1	2	0	1	0	31	57	4	24	33	26	56	12	49	44	27	27	41	34	66	91	39	64	34	121	14	3	9	20	68	6	7	55	13	10	16	21	27	29	12	4	10	74	49	11	8	13	26	44	18	6	26	124	12
chr7.34	74	18	425	181	500	41	52	163	9	14	6	4	6	10	10	10	5	16	14	10	6	10	14	12	18	13	15	2	16	7	2	3	1	2	0	3	5	4	1	2	0	2	0	4	3	0	0	2	1	4	6	1	0	3	1	0	1	1	0	5	3	8	6	2	3	12	9	4	3	9	6	7	1	11	0	4	4	4	10	6	2	0	3	4	4	3	3	5	0	3	5	3	2	3	4	4	5	4	0	5	3	2	0	6	0	0	1	2	1	4	2	2	4	3	3	1	0	1	2	3	4	0	0	3	0	1	1	0	1	2	2	0	17	22	2	22	15	10	24	5	19	25	16	8	16	15	22	34	8	34	20	101	7	1	11	12	25	6	2	22	8	16	6	20	23	54	9	5	22	24	19	10	6	11	8	20	8	3	8	106	9
chr7.35	117	54	820	361	1682	67	60	334	10	9	10	5	16	10	25	22	10	55	24	25	18	7	29	22	40	25	46	8	20	17	5	7	5	4	12	4	4	3	3	0	2	7	0	3	5	4	2	1	5	1	6	3	3	2	4	5	2	1	1	5	4	8	9	2	8	11	10	3	8	5	16	7	13	8	2	9	4	7	38	17	0	6	6	9	10	1	3	3	4	11	8	6	4	5	2	11	6	3	7	6	1	3	3	9	8	1	5	2	1	1	6	5	9	4	5	1	4	3	8	2	9	6	2	5	6	0	0	1	2	1	3	0	46	89	3	42	56	59	83	42	90	70	62	46	61	62	96	160	41	116	60	147	37	1	7	43	132	13	6	51	11	21	16	44	53	52	24	6	16	72	32	13	13	20	13	46	24	8	29	217	20
chr7.37	73	20	436	145	585	47	51	190	14	11	11	1	2	17	4	11	2	18	16	12	8	7	13	9	26	17	28	5	16	5	3	3	0	3	4	2	3	2	2	2	3	1	4	2	1	4	1	3	2	1	3	2	0	1	1	3	4	1	1	2	4	8	7	3	4	11	11	1	3	4	8	1	3	2	2	2	0	3	6	3	1	3	2	3	5	2	1	1	1	8	4	1	3	5	4	3	4	2	2	1	2	3	4	4	3	5	2	0	0	1	2	1	4	1	2	4	2	0	2	2	5	2	1	0	0	0	0	0	0	0	0	0	12	22	5	17	19	15	22	8	33	36	18	9	16	18	17	58	20	37	14	100	15	1	9	12	40	8	3	43	8	16	12	24	29	23	10	7	17	10	20	8	6	19	7	24	10	11	19	91	11
chr7.38	209	24	708	203	839	51	64	326	24	32	16	15	37	21	27	26	11	32	12	22	12	18	17	42	50	40	34	9	19	3	3	6	2	4	4	2	4	1	1	1	2	4	2	0	0	2	2	0	0	3	9	2	4	1	3	2	3	2	3	6	2	9	8	3	11	8	10	7	5	4	10	7	6	0	3	4	0	5	9	3	2	2	3	5	3	3	1	1	0	4	3	2	5	2	4	3	0	4	10	5	3	2	0	13	6	1	2	4	3	1	1	2	5	1	2	1	3	0	9	2	9	1	3	7	0	0	1	1	1	0	1	0	25	48	3	22	31	33	30	14	41	40	31	26	22	33	38	75	33	65	31	109	7	1	4	15	50	5	10	68	24	24	17	40	44	94	16	4	14	38	38	12	9	20	12	40	12	7	20	123	17
chr7.39	118	29	457	259	538	60	43	303	10	15	6	5	12	16	20	31	3	35	16	20	11	10	21	38	42	38	21	13	24	7	6	0	6	3	3	4	4	4	1	4	3	4	2	4	2	3	2	1	0	4	11	0	0	1	2	0	2	5	1	1	3	9	2	2	5	7	10	4	9	4	9	7	4	11	4	3	4	10	15	15	1	0	4	7	8	0	2	3	5	1	10	4	4	5	6	4	2	4	4	4	3	3	5	11	7	2	3	1	2	3	1	3	3	5	2	0	4	1	5	5	5	0	1	3	0	1	0	3	3	1	0	0	11	32	1	22	15	17	18	4	29	30	17	10	7	10	39	34	23	27	26	105	7	0	3	10	37	7	2	36	13	17	11	32	17	45	7	6	14	45	23	4	7	15	18	24	7	7	13	82	5
chr7.4	78	27	370	363	849	48	55	129	9	9	5	4	6	15	18	6	6	10	9	10	7	4	1	4	21	12	21	6	16	3	2	3	8	2	3	6	2	2	2	1	1	3	1	1	1	2	1	0	2	3	13	2	1	0	4	1	2	3	0	3	4	8	8	4	3	16	8	1	4	19	12	14	7	18	1	11	4	11	13	11	2	8	5	15	7	3	1	3	9	5	5	7	10	9	6	6	9	5	4	2	2	1	4	13	8	2	2	0	5	1	5	8	14	5	3	1	6	3	4	5	7	1	3	6	2	1	0	0	4	0	1	0	33	50	2	26	17	30	28	19	50	35	15	11	28	28	28	49	39	61	34	123	12	3	51	14	51	10	2	27	6	11	8	11	11	23	5	10	8	12	17	12	6	18	5	29	6	8	5	110	10
chr7.40	73	24	462	240	811	49	50	223	3	7	6	5	5	14	15	9	9	22	25	14	8	9	13	21	25	18	21	6	26	5	3	2	2	2	7	3	2	1	2	1	1	2	2	5	2	3	4	2	1	2	6	1	2	2	0	4	0	2	2	4	5	9	5	3	2	8	10	4	2	4	8	2	7	5	3	7	4	5	12	11	0	3	6	13	5	6	4	3	3	9	3	4	4	2	8	3	5	2	6	4	4	1	1	9	2	6	1	1	0	6	0	2	5	4	1	0	3	4	3	2	10	0	0	4	0	2	0	1	4	1	0	0	24	36	5	23	36	22	38	16	53	30	23	19	23	29	39	81	16	42	23	106	22	4	9	19	63	7	3	30	7	13	8	14	19	40	11	5	13	30	46	11	8	32	14	25	10	3	6	97	10
chr7.41	203	31	631	168	533	55	46	221	19	32	7	18	28	21	35	30	13	23	10	10	12	12	17	22	14	27	33	12	18	9	2	7	1	6	5	1	1	1	1	2	2	2	2	5	2	4	3	2	4	4	5	1	3	0	0	4	4	0	3	2	4	5	3	2	7	10	12	1	3	11	3	5	3	8	2	3	2	3	11	4	0	0	2	3	3	5	4	2	1	6	0	1	1	2	5	1	4	2	4	1	2	0	3	13	3	0	2	4	0	1	2	2	4	1	0	1	2	2	1	3	4	1	2	4	1	1	1	0	1	2	0	0	8	32	3	10	10	12	20	10	28	28	15	18	12	13	39	45	7	22	21	104	10	2	6	11	28	17	3	56	16	20	10	37	40	56	13	7	11	30	21	17	9	29	12	35	15	9	18	135	15
chr7.42	354	47	1134	190	1076	74	74	352	38	56	33	19	56	35	57	43	17	36	19	34	11	10	9	34	32	35	56	9	48	16	4	9	2	5	7	4	2	3	1	2	2	10	0	4	3	0	4	6	2	0	11	4	2	2	2	4	6	2	2	1	8	6	10	4	6	14	22	3	4	3	8	7	6	6	2	3	5	5	16	6	1	1	0	3	1	1	3	2	1	4	5	1	9	1	3	3	8	2	4	1	1	2	2	8	3	7	1	0	3	4	1	0	4	3	2	0	6	1	1	3	0	2	0	3	1	1	2	1	1	0	2	0	32	68	2	39	31	33	29	21	73	26	31	31	44	42	67	114	24	64	39	114	27	0	4	34	80	31	5	110	26	37	21	46	58	137	49	10	14	36	55	24	18	22	18	78	21	11	37	242	28
chr7.43	254	32	608	379	616	52	80	210	25	40	20	21	31	34	33	34	16	21	19	12	10	4	10	19	23	17	31	5	22	8	4	5	7	3	5	0	2	7	1	1	2	1	3	5	2	2	4	1	2	3	9	1	0	1	0	2	1	1	1	7	9	8	12	4	3	17	13	7	11	8	14	9	7	14	2	6	5	13	22	12	2	4	3	6	5	7	4	4	4	6	10	5	2	5	10	10	17	3	11	5	2	6	2	10	9	7	5	1	1	4	6	7	12	1	4	5	4	1	5	6	15	3	2	6	1	3	0	0	2	1	2	0	23	22	1	16	27	11	25	7	25	23	16	18	17	21	35	58	16	33	25	114	6	0	8	18	35	16	3	57	11	18	14	45	43	63	17	7	9	23	30	13	13	23	9	36	6	7	16	112	17
chr7.44	98	28	458	224	648	51	48	161	11	15	13	9	5	12	12	13	8	5	11	13	5	5	9	15	28	20	19	4	13	1	4	4	1	3	6	9	3	3	4	0	4	6	2	1	2	0	1	0	4	1	9	0	1	2	3	2	1	0	2	2	4	7	5	4	3	9	8	6	7	9	8	2	3	8	3	7	1	8	13	8	1	1	3	4	4	3	0	2	3	9	3	3	4	1	4	3	5	4	4	5	3	0	1	10	2	3	4	2	4	2	2	6	5	1	0	1	2	3	3	4	4	0	2	5	1	2	2	0	1	5	1	0	17	39	5	22	27	14	27	10	44	37	12	13	17	27	30	55	13	39	19	107	4	0	9	10	40	12	4	36	8	14	12	29	24	51	15	6	14	23	32	10	5	16	7	20	12	7	12	74	15
chr7.47	70	26	513	222	569	61	58	191	3	5	6	3	10	17	10	8	8	14	9	11	6	11	8	10	23	24	32	10	18	5	2	6	3	3	4	3	3	3	2	2	1	5	5	7	2	4	1	1	4	1	4	1	1	0	4	3	1	3	3	2	7	8	6	4	4	17	7	3	2	5	6	6	10	8	3	9	4	12	9	12	0	3	0	9	4	2	0	2	1	4	12	3	1	3	2	4	8	1	1	5	3	0	1	11	5	4	1	0	4	1	2	2	2	3	3	3	2	2	3	1	3	4	1	4	1	3	0	0	1	2	0	1	17	29	0	24	14	20	17	7	29	26	20	20	14	16	32	32	19	19	28	111	13	0	10	7	38	8	2	48	14	17	13	27	35	47	11	4	15	21	21	7	7	16	7	37	11	5	11	111	18
chr7.48	53	14	349	148	460	35	39	125	5	6	2	3	5	17	6	8	1	14	12	5	2	5	9	11	10	17	25	2	4	2	2	2	2	3	1	2	5	0	1	2	0	4	2	1	0	0	1	3	0	1	2	2	2	0	1	3	3	1	1	2	3	10	5	3	4	8	3	1	5	6	8	2	3	6	2	2	1	4	5	7	0	2	2	3	2	2	1	4	2	3	6	0	4	2	0	3	2	1	3	3	2	2	1	4	2	1	2	1	0	1	1	3	3	5	1	0	3	1	0	4	2	0	0	4	0	3	0	0	1	3	2	0	14	21	3	14	15	17	7	3	23	24	9	13	11	19	28	43	11	20	18	100	5	0	6	13	16	11	2	29	12	13	2	20	17	32	15	6	16	14	13	8	3	12	8	17	13	7	7	63	9
chr7.49	180	27	566	369	617	62	70	245	18	29	19	6	22	21	28	24	13	26	14	16	8	8	18	28	20	35	46	8	5	4	5	3	4	2	3	6	5	4	2	2	1	8	3	2	2	3	2	0	2	1	10	0	3	0	4	2	2	3	1	4	6	7	7	2	12	12	14	6	10	5	11	6	9	12	1	5	9	10	23	6	2	3	4	13	7	7	4	5	3	13	8	1	7	10	6	1	6	2	5	5	3	7	1	10	4	3	4	2	5	6	4	2	16	7	4	7	6	4	5	4	12	7	2	10	1	4	2	0	3	1	4	0	20	25	4	16	13	21	19	6	38	29	15	12	13	26	32	39	27	43	19	117	9	0	8	22	33	15	6	38	7	16	11	25	34	40	13	11	17	31	31	12	10	25	11	52	10	6	16	116	13
chr7.50	295	47	1136	573	1316	58	98	453	16	54	12	18	27	43	50	51	24	40	19	39	21	23	31	40	38	61	54	24	40	9	4	3	7	5	11	8	5	4	3	0	1	3	4	2	0	1	4	3	2	1	3	1	3	1	0	4	5	4	4	8	8	15	18	2	9	10	22	6	13	19	20	9	8	18	5	9	6	25	35	13	1	5	7	23	13	9	7	12	5	16	7	5	10	7	8	14	16	10	9	14	2	4	6	23	14	6	7	3	4	5	5	5	10	11	8	4	6	6	7	5	14	4	8	10	2	9	1	0	5	0	1	0	41	65	6	31	35	52	52	31	80	39	35	31	42	51	63	124	50	132	42	128	24	4	10	30	107	29	6	118	59	33	23	41	60	74	37	9	19	50	57	20	22	39	16	90	31	7	35	228	33
chr7.51	83	30	571	215	739	50	40	249	10	9	14	9	4	14	8	8	7	18	17	10	15	9	24	23	34	25	29	6	26	8	3	4	3	1	7	4	5	2	2	1	0	5	4	6	2	3	2	2	0	0	3	1	0	0	1	4	4	1	2	3	3	2	5	3	5	10	5	4	6	8	7	6	6	3	1	4	4	6	6	10	4	5	6	8	4	1	3	6	4	4	6	1	7	3	1	5	3	0	2	3	2	4	1	12	1	1	3	3	2	2	3	3	3	1	4	0	2	1	1	6	6	2	0	1	1	3	0	0	1	1	1	1	21	33	0	22	24	25	33	18	35	28	21	10	22	17	41	64	16	49	32	131	9	1	9	19	52	11	4	31	9	19	4	39	31	52	29	2	15	37	31	12	5	21	11	48	16	6	15	111	12
chr7.52	88	23	764	243	1239	59	52	371	11	10	9	5	6	13	12	14	8	32	14	18	9	20	29	32	46	54	46	7	40	3	7	3	2	3	1	4	4	3	0	3	2	2	4	2	2	2	1	3	2	2	4	3	0	1	4	2	5	5	3	2	4	5	4	1	8	12	11	5	5	4	8	4	3	11	0	6	4	10	11	4	3	4	6	10	2	4	1	3	2	10	7	5	2	1	6	2	7	1	5	2	4	1	3	14	1	6	2	3	3	2	2	4	5	1	1	4	5	5	6	4	4	2	1	3	0	1	0	0	2	1	0	0	33	52	6	27	38	36	59	27	82	56	34	36	38	47	81	104	45	94	42	133	13	4	7	39	85	10	3	61	15	22	7	35	48	50	26	9	11	64	48	16	12	19	17	49	15	7	23	178	19
chr7.53	187	58	1208	501	1801	92	101	559	27	26	15	11	22	20	29	24	13	55	26	44	24	16	30	54	61	83	65	29	45	20	4	11	6	3	10	4	6	2	1	5	2	4	4	6	1	4	4	7	3	5	4	6	4	4	2	4	5	2	7	6	9	12	10	5	22	9	21	7	5	14	19	10	13	14	6	13	8	17	30	21	4	7	3	17	11	5	12	6	2	13	15	3	9	4	10	7	21	5	10	10	4	2	4	14	9	5	6	0	3	1	6	11	13	2	2	1	8	2	14	6	10	5	2	7	2	4	2	4	3	5	1	1	39	107	7	37	49	73	86	34	133	75	58	34	59	61	116	161	62	161	58	159	35	2	11	47	126	40	3	101	21	33	19	57	85	102	58	10	13	94	48	32	11	25	24	50	19	11	52	272	28
chr7.54	349	63	1346	507	1905	104	125	562	34	47	19	24	47	41	67	51	19	60	28	37	21	16	32	70	63	77	76	15	37	20	4	6	6	6	9	12	8	3	2	6	7	4	6	4	0	6	4	4	1	7	4	5	2	3	3	3	6	9	7	8	14	17	14	9	16	17	23	7	9	19	20	8	10	12	3	19	10	17	38	16	4	3	5	10	7	4	7	10	3	13	9	7	6	4	7	7	11	1	9	12	8	3	5	9	7	10	5	4	4	7	3	4	12	4	8	6	7	7	12	14	9	6	1	12	2	4	4	0	6	0	4	0	56	98	6	46	49	74	71	27	137	84	57	35	67	57	134	168	53	171	80	177	39	2	13	36	136	37	5	147	28	65	36	65	105	94	57	11	11	66	37	34	21	33	10	86	44	6	44	262	42
chr7.55	169	33	904	398	1487	85	94	310	19	23	14	8	20	15	28	22	20	26	18	17	6	12	20	33	37	49	50	7	19	8	1	3	4	7	7	3	5	6	5	2	3	4	4	5	1	3	2	4	3	3	5	9	0	1	0	6	4	6	4	3	9	8	11	7	14	16	19	7	1	8	15	9	8	17	7	13	7	12	18	15	3	4	6	15	8	1	2	4	1	12	15	8	6	7	10	7	13	3	10	8	4	3	1	15	10	6	6	0	1	2	1	4	11	2	2	4	1	4	6	6	7	3	0	7	3	5	1	2	5	1	1	1	49	80	6	32	47	48	65	24	90	75	52	41	39	49	91	149	32	119	62	166	36	0	6	20	98	28	2	95	18	33	16	54	68	68	37	7	14	34	38	22	16	32	8	65	14	8	24	168	35
chr7.65	265	32	931	311	848	100	126	494	33	35	20	13	32	32	43	37	20	52	47	31	23	14	19	48	48	80	40	17	56	11	3	6	6	1	5	0	4	10	5	2	4	3	6	5	3	6	3	3	1	0	10	3	3	2	4	5	8	5	5	12	14	14	21	10	15	12	20	8	6	9	12	7	6	10	4	2	9	11	13	8	2	2	2	10	7	0	7	5	5	12	6	4	6	3	4	6	8	2	5	4	2	2	5	13	8	3	0	1	3	2	2	2	11	2	4	2	3	5	6	4	10	2	1	7	1	5	0	1	2	1	2	2	33	47	3	30	39	31	22	15	39	38	11	22	24	18	59	68	15	69	32	129	19	0	12	17	46	33	5	80	18	25	17	31	54	60	30	7	21	64	58	23	13	33	25	50	13	4	31	208	28
